"fixed.acidity";"volatile.acidity";"citric.acidity";"residual.sugar";"chlorides";"free.sulfur.dioxide";"total.sulfur.dioxide";"density";"pH";"sulphates";"alcohol";"quality";"paises"
10,9;0,39;0,47;1,8;0,118;6;14;0,9982;3,3;0,75;9,8;6;"Chile"
7,9;0,4;0,29;1,8;0,157;1;44;0,9973;3,3;0,92;9,5;6;"Spain"
8,2;0,78;0;2,2;0,089;13;26;0,9978;3,37;0,46;9,6;4;"France"
7,3;0,52;0,32;2,1;0,07;51;70;0,99418;3,34;0,82;12,9;6;"Spain"
6,6;0,38;0,29;2,9;0,035;15;101;0,98916;3,04;0,37;12,5;6;"Argentina"
7,9;0,72;0,17;2,6;0,096;20;38;0,9978;3,4;0,53;9,5;5;"France"
6,7;0,28;0,28;2,4;0,012;36;100;0,99064;3,26;0,39;11,7;7;"Spain"
10,6;0,28;0,39;15,5;0,069;6;23;1,0026;3,12;0,66;9,2;5;"France"
10,5;0,43;0,35;3,3;0,092;24;70;0,99798;3,21;0,69;10,5;6;"France"
7,6;0,685;0,23;2,3;0,111;20;84;0,9964;3,21;0,61;9,3;5;"Spain"
6,3;0,28;0,22;9,5;0,04;30;111;0,99338;3,05;0,31;10,8;4;"Argentina"
9,4;0,685;0,26;2,4;0,082;23;143;0,9978;3,28;0,55;9,4;5;"France"
7,8;0,88;0;2,6;0,098;25;67;0,9968;3,2;0,68;9,8;5;"Spain"
7,3;0,32;0,23;2,3;0,066;35;70;0,99588;3,43;0,62;10,1;5;"Chile"
7,1;0,145;0,33;4,6;0,05;33;131;0,9942;3,28;0,4;9,6;6;"Argentina"
7,6;0,35;0,47;13,3;0,037;42;116;0,99822;3,04;0,5;9,2;5;"Argentina"
7,8;0,44;0,28;2,7;0,1;18;95;0,9966;3,22;0,67;9,4;5;"Chile"
6,2;0,33;0,41;16,8;0,037;58;173;0,99882;3,25;0,57;9,4;6;"Argentina"
10,4;0,33;0,63;2,8;0,084;5;22;0,9998;3,26;0,74;11,2;7;"France"
7,3;1,07;0,09;1,7;0,178;10;89;0,9962;3,3;0,57;9;5;"Spain"
6,4;0,42;0,09;2,3;0,054;34;64;0,99724;3,41;0,68;10,4;6;"Chile"
6,3;0,33;0,42;17,2;0,037;57;170;0,99884;3,26;0,57;9,4;6;"Argentina"
6,8;0,22;0,3;13,6;0,055;50;180;0,9984;3,44;0,39;9,8;5;"Argentina"
6,4;0,56;0,15;1,8;0,078;17;65;0,99294;3,33;0,6;10,5;6;"Chile"
6,3;0,25;0,44;11,6;0,041;48;195;0,9968;3,18;0,52;9,5;5;"Argentina"
12,5;0,46;0,63;2;0,071;6;15;0,9988;2,99;0,87;10,2;5;"Spain"
6,2;0,66;0,48;1,2;0,029;29;75;0,9892;3,33;0,39;12,8;8;"Argentina"
6,3;0,6;0,1;1,6;0,048;12;26;0,99306;3,55;0,51;12,1;5;"Chile"
7,5;0,27;0,34;2,3;0,05;4;8;0,9951;3,4;0,64;11;7;"France"
6,4;0,57;0,14;3,9;0,07;27;73;0,99669;3,32;0,48;9,2;5;"Chile"
11,6;0,42;0,53;3,3;0,105;33;98;1,001;3,2;0,95;9,2;5;"Spain"
6,7;0,46;0,24;1,7;0,077;18;34;0,9948;3,39;0,6;10,6;6;"Spain"
6,4;0,28;0,44;7,1;0,048;49;179;0,99528;3,15;0,48;9,2;5;"Argentina"
7,2;0,695;0,13;2;0,076;12;20;0,99546;3,29;0,54;10,1;5;"Chile"
7,8;0,48;0,68;1,7;0,415;14;32;0,99656;3,09;1,06;9,1;6;"Chile"
13,2;0,46;0,52;2,2;0,071;12;35;1,0006;3,1;0,56;9;6;"France"
8,2;0,4;0,44;2,8;0,089;11;43;0,9975;3,53;0,61;10,5;6;"Chile"
6,4;0,2;0,22;7,4;0,032;53;172;0,99404;3,24;0,58;11;6;"Argentina"
11,9;0,37;0,69;2,3;0,078;12;24;0,9958;3;0,65;12,8;6;"France"
6,5;0,18;0,26;1,4;0,041;40;141;0,9941;3,34;0,72;9,5;6;"Argentina"
8,8;0,46;0,45;2,6;0,065;7;18;0,9947;3,32;0,79;14;6;"Spain"
8;0,62;0,35;2,8;0,086;28;52;0,997;3,31;0,62;10,8;5;"Chile"
5,2;0,32;0,25;1,8;0,103;13;50;0,9957;3,38;0,55;9,2;5;"France"
7,5;0,38;0,57;2,3;0,106;5;12;0,99605;3,36;0,55;11,4;6;"Chile"
7,6;0,79;0,21;2,3;0,087;21;68;0,9955;3,12;0,44;9,2;5;"France"
13,7;0,415;0,68;2,9;0,085;17;43;1,0014;3,06;0,8;10;6;"France"
8,8;0,4;0,4;2,2;0,079;19;52;0,998;3,44;0,64;9,2;5;"Chile"
8,5;0,28;0,35;1,7;0,061;6;15;0,99524;3,3;0,74;11,8;7;"Chile"
9,8;0,5;0,49;2,6;0,25;5;20;0,999;3,31;0,79;10,7;6;"Spain"
10,4;0,61;0,49;2,1;0,2;5;16;0,9994;3,16;0,63;8,4;3;"France"
7,9;0,58;0,23;2,3;0,076;23;94;0,99686;3,21;0,58;9,5;6;"France"
6,4;0,16;0,28;2,2;0,042;33;93;0,9914;3,31;0,43;11,1;6;"Argentina"
5,9;0,44;0,36;2,5;0,03;12;73;0,99201;3,22;0,48;10,8;6;"Argentina"
6,8;0,41;0,31;8,8;0,084;26;45;0,99824;3,38;0,64;10,1;6;"France"
8,5;0,21;0,26;9,25;0,034;73;142;0,9945;3,05;0,37;11,4;6;"Argentina"
8,4;0,56;0,04;2;0,082;10;22;0,9976;3,22;0,44;9,6;5;"France"
6,4;0,24;0,23;2;0,046;30;133;0,9908;3,12;0,54;11,4;7;"Argentina"
9,1;0,795;0;2,6;0,096;11;26;0,9994;3,35;0,83;9,4;6;"France"
7,2;0,38;0,31;2;0,056;15;29;0,99472;3,23;0,76;11,3;8;"Spain"
7,8;0,58;0,02;2;0,073;9;18;0,9968;3,36;0,57;9,5;7;"Spain"
5;1,04;0,24;1,6;0,05;32;96;0,9934;3,74;0,62;11,5;5;"Spain"
7,4;0,19;0,49;6,7;0,037;15;110;0,9938;3,2;0,38;11;7;"Argentina"
6,1;0,705;0,1;2,8;0,081;13;28;0,99631;3,6;0,66;10,2;5;"France"
5,1;0,42;0;1,8;0,044;18;88;0,99157;3,68;0,73;13,6;7;"Spain"
9,2;0,25;0,34;1,2;0,026;31;93;0,9916;2,93;0,37;11,3;7;"Argentina"
8,3;0,28;0,48;2,1;0,093;6;12;0,99408;3,26;0,62;12,4;7;"Spain"
8,2;0,33;0,39;2,5;0,074;29;48;0,99528;3,32;0,88;12,4;7;"Chile"
7,2;0,26;0,38;1,5;0,061;12;120;0,99192;3,18;0,46;10,4;5;"Argentina"
7;0,21;0,28;8,6;0,045;37;221;0,9954;3,25;0,54;10,4;6;"Argentina"
7,2;0,34;0,21;2,5;0,075;41;68;0,99586;3,37;0,54;10,1;6;"France"
6,1;0,58;0,23;2,5;0,044;16;70;0,99352;3,46;0,65;12,5;6;"Chile"
6,4;0,32;0,23;16,2;0,055;36;176;0,9986;3,26;0,54;9,1;5;"Argentina"
9,1;0,775;0,22;2,2;0,079;12;48;0,9976;3,18;0,51;9,6;5;"France"
8,4;0,745;0,11;1,9;0,09;16;63;0,9965;3,19;0,82;9,6;5;"France"
7,8;0,25;0,28;7,2;0,04;46;179;0,99541;3,14;0,6;10,1;6;"Argentina"
6,7;0,75;0,12;2;0,086;12;80;0,9958;3,38;0,52;10,1;5;"Spain"
11,8;0,26;0,52;1,8;0,071;6;10;0,9968;3,2;0,72;10,2;7;"France"
7,3;0,59;0,26;2;0,08;17;104;0,99584;3,28;0,52;9,9;5;"France"
7,2;0,39;0,32;1,8;0,065;34;60;0,99714;3,46;0,78;9,9;5;"Spain"
9,6;0,88;0,28;2,4;0,086;30;147;0,9979;3,24;0,53;9,4;5;"France"
13,3;0,43;0,58;1,9;0,07;15;40;1,0004;3,06;0,49;9;5;"France"
10,4;0,44;0,73;6,55;0,074;38;76;0,999;3,17;0,85;12;7;"Spain"
6,2;0,36;0,24;2,2;0,095;19;42;0,9946;3,57;0,57;11,7;6;"Spain"
7,7;0,26;0,34;6,4;0,05;36;163;0,9937;3,19;0,7;11,5;6;"Argentina"
6,8;0,3;0,24;6,6;0,123;35;116;0,9953;3,07;0,48;9,4;5;"Argentina"
7,2;0,36;0,46;2,1;0,074;24;44;0,99534;3,4;0,85;11;7;"Spain"
7,1;0,43;0,17;1,8;0,082;27;51;0,99634;3,49;0,64;10,4;5;"Chile"
7,1;0,46;0,2;1,9;0,077;28;54;0,9956;3,37;0,64;10,4;6;"Chile"
11,9;0,58;0,66;2,5;0,072;6;37;0,9992;3,05;0,56;10;5;"Spain"
9,6;0,32;0,47;1,4;0,056;9;24;0,99695;3,22;0,82;10,3;7;"Spain"
7,2;0,53;0,14;2,1;0,064;15;29;0,99323;3,35;0,61;12,1;6;"France"
7,5;0,58;0,56;3,1;0,153;5;14;0,99476;3,21;1,03;11,6;6;"Spain"
5,6;0,66;0;2,5;0,066;7;15;0,99256;3,52;0,58;12,9;5;"Chile"
7,6;0,31;0,34;2,5;0,082;26;35;0,99356;3,22;0,59;12,5;7;"France"
7,7;0,18;0,35;5,8;0,055;25;144;0,99576;3,24;0,54;10,2;6;"Argentina"
7,5;0,32;0,49;1,7;0,031;44;109;0,9906;3,07;0,46;12,5;6;"Argentina"
7,6;0,9;0,06;2,5;0,079;5;10;0,9967;3,39;0,56;9,8;5;"France"
5,4;0,74;0;1,2;0,041;16;46;0,99258;4,01;0,59;12,5;6;"France"
6;0,31;0,32;7,4;0,175;47;159;0,9952;3,19;0,5;9,4;6;"Argentina"
5,9;0,25;0,24;7,4;0,044;21;113;0,99462;3,38;0,58;10,5;6;"Argentina"
5,9;0,25;0,25;11,3;0,052;30;165;0,997;3,24;0,44;9,5;6;"Argentina"
8,1;0,725;0,22;2,2;0,072;11;41;0,9967;3,36;0,55;9,1;5;"France"
5;0,4;0,5;4,3;0,046;29;80;0,9902;3,49;0,66;13,6;6;"France"
5,1;0,47;0,02;1,3;0,034;18;44;0,9921;3,9;0,62;12,8;6;"Spain"
7,5;0,53;0,06;2,6;0,086;20;44;0,9965;3,38;0,59;10,7;6;"Chile"
8,3;0,16;0,48;1,7;0,057;31;98;0,9943;3,15;0,41;10,3;6;"Argentina"
7,5;0,57;0,08;2,6;0,089;14;27;0,99592;3,3;0,59;10,4;6;"Chile"
7,4;0,53;0,26;2;0,101;16;72;0,9957;3,15;0,57;9,4;5;"Spain"
8,3;0,28;0,48;2,1;0,093;6;12;0,99408;3,26;0,62;12,4;7;"France"
10,3;0,53;0,48;2,5;0,063;6;25;0,9998;3,12;0,59;9,3;6;"France"
6,7;0,54;0,13;2;0,076;15;36;0,9973;3,61;0,64;9,8;5;"France"
7;0,3;0,38;14,9;0,032;60;181;0,9983;3,18;0,61;9,3;7;"Argentina"
6;0,27;0,28;4,8;0,063;31;201;0,9964;3,69;0,71;10;5;"Argentina"
7,9;0,43;0,21;1,6;0,106;10;37;0,9966;3,17;0,91;9,5;5;"Chile"
6,8;0,68;0,09;3,9;0,068;15;29;0,99524;3,41;0,52;11,1;4;"France"
10,5;0,51;0,64;2,4;0,107;6;15;0,9973;3,09;0,66;11,8;7;"Chile"
7;0,46;0,2;16,7;0,046;50;184;0,99898;3,08;0,56;9,4;5;"Argentina"
7,2;0,34;0,32;2,5;0,09;43;113;0,9966;3,32;0,79;11,1;5;"Spain"
12,5;0,6;0,49;4,3;0,1;5;14;1,001;3,25;0,74;11,9;6;"France"
10,9;0,53;0,49;4,6;0,118;10;17;1,0002;3,07;0,56;11,7;6;"France"
8,5;0,24;0,39;10,4;0,044;20;142;0,9974;3,2;0,53;10;6;"Argentina"
7,8;0,34;0,37;2;0,082;24;58;0,9964;3,34;0,59;9,4;6;"France"
5,8;0,68;0,02;1,8;0,087;21;94;0,9944;3,54;0,52;10;5;"Spain"
7,1;0,84;0,02;4,4;0,096;5;13;0,997;3,41;0,57;11;4;"France"
5,2;0,6;0,07;7;0,044;33;147;0,9944;3,33;0,58;9,7;5;"Argentina"
6,3;0,27;0,37;7,9;0,047;58;215;0,99542;3,19;0,48;9,5;6;"Argentina"
8,4;0,36;0,32;2,2;0,081;32;79;0,9964;3,3;0,72;11;6;"Spain"
9,6;0,6;0,5;2,3;0,079;28;71;0,9997;3,5;0,57;9,7;5;"Spain"
7,8;0,5;0,17;1,6;0,082;21;102;0,996;3,39;0,48;9,5;5;"Spain"
8;0,77;0,32;2,1;0,079;16;74;0,99656;3,27;0,5;9,8;6;"Spain"
7,1;0,43;0,42;5,5;0,07;29;129;0,9973;3,42;0,72;10,5;5;"France"
